case_id,m_alk,m_si,m_sal,m_ca,m_mg,m_so4,CostIndex,DIC_1000y,risk_SI_chalcedony_0_100y,risk_SI_calcite_0_100y,risk_combined,pH_1000y,pH_min_0_100y,Objective,sel_exists,SI_chal_max_0_10y,SI_calc_max_0_10y,SI_anh_max_0_10y,T_SI_chal_pos_0_10y,T_SI_calc_pos_0_10y,T_SI_anh_pos_0_10y,A_SI_chal_pos_0_10y,A_SI_calc_pos_0_10y,A_SI_anh_pos_0_10y,pH_min_0_10y,pH_10y,RiskInj_A_0_10y,StorageReadyRatio,StorageReady_OK,RiskInj_norm,Cost_norm,SI_SUS
case_0042,2.0,0.25,1.0,1.0,0.7,1.0,4.215,1.181673038389,0.4362929579709,0.7060257873005,0.78930585162115,5.2531213939,4.897471858657,-2.5044386648533,True,0.4362929579709,0.7060257873005,-0.515416511537,6.666666666666666,6.666669803787361,0.0,3.5679011593954524,1.1767107529448886,0.0,4.897471858657,4.901463190529,4.156256535867897,1.0054114632230755,True,0.3670747532996682,0.3089043605716379,0.599894983715339
case_0043,2.0,0.25,1.0,1.5,1.0,1.0,4.375,1.178398096114,0.4389080357663,0.8754151928135,0.87661563217305,5.242468479473,4.883345158367,-2.7623331682321,True,0.4389080357663,0.8754151928135,-0.5016595258726,6.666666666666666,6.66666980378736,0.0,3.5883539698424256,1.4590266944973926,0.0,4.883345158367,4.887277976912,4.317867317091122,1.0026250202750602,True,0.665366045303643,0.3206302674972517,0.5048473724812892
case_0044,2.0,0.25,1.0,1.5,0.7,1.0,4.465,1.179288526483,0.4381191010784,0.8755901605564,0.8759141813566,5.245391093877,4.887177750147,-2.8050398362302,True,0.4381191010784,0.8755901605564,-0.5053455294371,6.666666666666666,3.333336470454027,0.0,3.585574506959503,1.4593183076766727,0.0,4.887177750147,4.891122859363,4.31523366079784,1.0033826316202552,True,0.6605050036548654,0.3272260901429095,0.5047879135920665
case_0045,2.0,0.25,0.7,1.0,1.0,1.0,4.305,1.186261527088,0.438681988493,0.7380973179464,0.8077306474662,5.258145446503,4.892118831017,-2.5816997678444,True,0.438681988493,0.7380973179464,-0.4883622411848,6.666666666666666,10.000003137120691,0.0,3.586888001518833,1.2301633543275214,0.0,4.892118831017,4.896257478674,4.201969678682594,1.0093155204258475,True,0.4514492753986839,0.3155001832172957,0.5712192363534985
case_0046,2.0,0.25,0.7,1.0,0.7,1.0,4.395,1.187159327917,0.4379406918624,0.7375920765887,0.80673673015675,5.261031730645,4.896125328588,-2.6238141323964994,True,0.4379406918624,0.7375920765887,-0.4920805878101,6.666666666666666,3.333336470454027,0.0,3.581112632874036,1.2293212846055168,0.0,4.896125328588,4.900279493279,4.195773275176794,1.0100794028331153,True,0.4400123329278107,0.3220960058629534,0.5732220775518695
case_0047,2.0,0.25,0.7,1.5,1.0,1.0,4.555,1.18387130555,0.4406414789235,0.9070743037457,0.89417863079635,5.250370310608,4.8815542581,-2.8819859560426995,True,0.4406414789235,0.9070743037457,-0.4787487584971,6.666666666666666,10.000003137120691,0.0,3.6021570281066952,1.51179192904362,0.0,4.8815542581,4.885647720449,4.358052992628505,1.007281830855318,True,0.7395383064941976,0.3338219127885672,0.4858209497256419
case_0048,2.0,0.25,0.7,1.5,0.7,1.0,4.645,1.184762222404,0.4399142554065,0.9068260201639,0.89332726548845,5.253284450353,4.885475778702,-2.9243923085729,True,0.4399142554065,0.9068260201639,-0.4822790511102,6.666666666666666,6.666669803787361,0.0,3.5965041998435865,1.511378122684505,0.0,4.885475778702,4.889586669382,4.352193261185839,1.0080398561200827,True,0.7287227727185456,0.340417735434225,0.4871780587873234
case_0049,3.0,1.0,1.0,1.0,1.0,1.0,12.0,1.186329416326,0.4350388666694,0.8594700274331,0.8647738803859499,5.267863079298,4.917910997587,-6.5432183444459,True,0.4350388666694,0.8594700274331,-0.5360002024237,6.666666666666666,3.333336470454027,0.0,3.587385547378516,1.4324513938524377,0.0,4.917910997587,4.921973387962,4.303611244304735,1.0093732831198394,True,0.6390530583966593,0.8794430194210334,0.4007841393957911
case_0050,3.0,1.0,1.0,1.0,0.7,1.0,12.09,1.187239899063,0.4343082206263,0.8594933250068,0.8640548831296999,5.270687269271,4.92196698889,-6.5858698671964,True,0.4343082206263,0.8594933250068,-0.5402594346013,6.666666666666666,10.000003137120691,0.0,3.581596114037483,1.4324902231784846,0.0,4.92196698889,4.926039987263,4.297841225626725,1.010147955767101,True,0.6284031109530345,0.8860388420666911,0.4017384273094716
case_0051,3.0,1.0,1.0,1.5,1.0,1.0,12.25,1.183905194024,0.4369989892415,1.02950898742,0.9517534829515,5.26025688721,4.907191026889,-6.844601771879,True,0.4369989892415,1.02950898742,-0.5249402209332,6.666666666666666,6.66666980378736,0.0,3.602848183865543,1.715849927213642,0.0,4.907191026889,4.911221019772,4.460773147472364,1.007310664432055,True,0.929132883485324,0.8977647489923049,0.35633078922253
case_0052,3.0,1.0,1.0,1.5,0.7,1.0,12.34,1.184808914429,0.4362782991605,1.029677186201,0.951116892261,5.263107872269,4.911174672997,-6.887424870093,True,0.4362782991605,1.029677186201,-0.5290111576815,6.666666666666666,6.66666980378736,0.0,3.597113075412562,1.716130258779139,0.0,4.911174672997,4.915217415581,4.455178204802132,1.008079583435212,True,0.9188060806250216,0.9043605716379628,0.3570740617197213
case_0053,3.0,1.0,0.7,1.0,1.0,1.0,12.18,1.191838890541,0.4367683827602,0.8893162123324,0.8814264889264001,5.275790775654,4.917227776375,-6.6610140873118,True,0.4367683827602,0.8893162123324,-0.5121313365266,6.666666666666666,3.333336470454027,0.0,3.600803849411701,1.482195082166813,0.0,4.917227776375,4.921456804248,4.341901390495107,1.0140609491256956,True,0.709726667494379,0.8926346647123489,0.3896695422636797
case_0054,3.0,1.0,0.7,1.0,0.7,1.0,12.27,1.192752803425,0.4359863272249,0.888886525437,0.8804295899434,5.278615114072,4.9214175515,-6.7031063764618,True,0.4359863272249,0.888886525437,-0.5163007926934,6.666666666666666,3.333336470454027,0.0,3.5947601912248,1.4814789366671572,0.0,4.9214175515,4.925656885844,4.335499659558378,1.01483854026987,True,0.6979107442142287,0.8992304873580066,0.3907521577698397
case_0055,3.0,1.0,0.7,1.5,1.0,1.0,12.43,1.18940535952,0.4387631975538,1.059030966762,0.9682786809348,5.26818245939,4.906156976175,-6.962152002349599,True,0.4387631975538,1.059030966762,-0.5013291000346,6.666666666666666,6.66666980378736,0.0,3.616641497537149,1.7650532724239818,0.0,4.906156976175,4.910353763353,4.499168133749139,1.0119904102328408,True,1.0,0.9109563942836204,0.3476487700812465
case_0056,3.0,1.0,0.7,1.5,0.7,1.0,12.52,1.190312560208,0.4380121562919,1.058817738312,0.9674210254479,5.271034282907,4.910270522787,-7.0045294906878,True,0.4380121562919,1.058817738312,-0.5053004100982,6.666666666666666,3.333336470454027,0.0,3.610678104884393,1.764697891339519,0.0,4.910270522787,4.914480117855,4.4930270505541525,1.0127622903904878,True,0.9886651643741132,0.917552216929278,0.348481258458471
case_0057,3.0,0.5,1.0,1.0,1.0,1.0,12.5,1.186336146711,0.4333561179936,0.8594878271282,0.8631000315577,5.267884998915,4.91802660771,-6.7898639164044,True,0.4333561179936,0.8594878271282,-0.5361640677046,6.666666666666666,6.66666980378736,0.0,3.5557170480089697,1.432481060038859,0.0,4.91802660771,4.922084868413,4.271957578028399,1.0093790095822457,True,0.5806286578785462,0.9160864785635764,0.4042828093799416
